,event,event_label,span_text,label,element,role_label,role,institution,institution_label,date,type_labels,person,family_members,family_name,given_name,person_id,related_to,name
10,https://g17.dhi-roma.it/resources/event_19505,APOSTOLIC PROVISION 19505,Franciscus Zapata,https://g17.dhi-roma.it/raw/label_158,https://g17.dhi-roma.it/raw/element_237634,providee,https://g17.dhi-roma.it/resources/type_68,https://g17.dhi-roma.it/resources/institution_203,Compostellana,1622-08-24T00:00:00Z,"act of grace,apostolic provision,papal grace,Reservation of a pension,Pension related types,Administrative office,Holder of a canonship,Defined administrative office,Canonship and prebend,Undefined administrative office,Holder of a benefice in a church,Holder of a benefice",,,,,https://g17.dhi-roma.it/raw/element_237634,[],Franciscus Zapata
11,https://g17.dhi-roma.it/resources/event_5386,APOSTOLIC PROVISION 5386,Michael Sanchez Abad,https://g17.dhi-roma.it/raw/label_158,https://g17.dhi-roma.it/raw/element_87715,providee,https://g17.dhi-roma.it/resources/type_68,https://g17.dhi-roma.it/resources/institution_204,Conchensis,1622-02-28T00:00:00Z,"act of grace,apostolic provision,papal grace,death of previous holder,Biographical reasons,Liturgical office,rectorship in a parish church,Rectorship",,,,,https://g17.dhi-roma.it/raw/element_87715,[],Michael Sanchez Abad
12,https://g17.dhi-roma.it/resources/event_5846,APOSTOLIC PROVISION 5846,Nicolaus Zanascus,https://g17.dhi-roma.it/raw/label_158,https://g17.dhi-roma.it/raw/element_93146,providee,https://g17.dhi-roma.it/resources/type_68,https://g17.dhi-roma.it/resources/institution_625,Veronensis,1622-06-17T00:00:00Z,"act of grace,apostolic provision,papal grace,death of previous holder,Biographical reasons,Liturgical office,rectorship in a parish church,Rectorship",,,,,https://g17.dhi-roma.it/raw/element_93146,[],Nicolaus Zanascus
13,https://g17.dhi-roma.it/resources/event_7662,APOSTOLIC PROVISION 7662,Hieronimus de Barbeiis,https://g17.dhi-roma.it/raw/label_158,https://g17.dhi-roma.it/raw/element_112691,providee,https://g17.dhi-roma.it/resources/type_68,https://g17.dhi-roma.it/resources/institution_556,Tarvisina,1622-03-12T00:00:00Z,"act of grace,apostolic provision,papal grace,death of previous holder,Biographical reasons,Liturgical office,rectorship in a parish church,Rectorship",,,,,https://g17.dhi-roma.it/raw/element_112691,[],Hieronimus de Barbeiis
14,https://g17.dhi-roma.it/resources/event_7341,APOSTOLIC PROVISION 7341,Raimundus Ruiet,https://g17.dhi-roma.it/raw/label_158,https://g17.dhi-roma.it/raw/element_110249,providee,https://g17.dhi-roma.it/resources/type_68,https://g17.dhi-roma.it/resources/institution_211,Convenarum,1678-07-22T00:00:00Z,"act of grace,apostolic provision,papal grace,death of previous holder,Biographical reasons,Undetermined reason,Unknown reason,Liturgical office,rectorship in a parish church,Rectorship",,,,,https://g17.dhi-roma.it/raw/element_110249,[],Raimundus Ruiet
15,https://g17.dhi-roma.it/resources/event_5438,APOSTOLIC PROVISION 5438,Thome de Anolas,https://g17.dhi-roma.it/raw/label_159,https://g17.dhi-roma.it/raw/element_88359,former possessor,https://g17.dhi-roma.it/resources/type_97,https://g17.dhi-roma.it/resources/institution_409,Neapolitana,1622-03-21T00:00:00Z,"Placing a commenda,act of grace,apostolic provision,papal grace,Motu proprio,death of previous holder,Biographical reasons,Monastery,Monastic institutions,Office in a monastery,Head of an abbey",,,,,https://g17.dhi-roma.it/raw/element_88359,[],Thome de Anolas
16,https://g17.dhi-roma.it/resources/event_6055,APOSTOLIC PROVISION 6055,Gaspar Colcherro,https://g17.dhi-roma.it/raw/label_158,https://g17.dhi-roma.it/raw/element_95610,providee,https://g17.dhi-roma.it/resources/type_68,https://g17.dhi-roma.it/resources/institution_99,Barchinonensis,1622-07-19T00:00:00Z,"act of grace,apostolic provision,papal grace,death of previous holder,Biographical reasons,Administrative office,Holder of an undefined benefice,Undefined administrative office,Holder of a benefice",,,,,https://g17.dhi-roma.it/raw/element_95610,[],Gaspar Colcherro
17,https://g17.dhi-roma.it/resources/event_19379,APOSTOLIC PROVISION 19379,Christophori Versarii,https://g17.dhi-roma.it/raw/label_160,https://g17.dhi-roma.it/raw/element_236248,current possessor,https://g17.dhi-roma.it/resources/type_98,https://g17.dhi-roma.it/resources/institution_694,Patavina,1622-07-27T00:00:00Z,"act of grace,apostolic provision,papal grace,Reservation of a pension,Pension related types,Administrative office,Holder of a canonship,Defined administrative office,Canonship and prebend,Church institutions,Collegiate church",,,,,https://g17.dhi-roma.it/raw/element_236248,[],Christophori Versarii
18,https://g17.dhi-roma.it/resources/event_10691,APOSTOLIC PROVISION 10691,Isabello etiam de Lestrange,https://g17.dhi-roma.it/raw/label_159,https://g17.dhi-roma.it/raw/element_152050,former possessor,https://g17.dhi-roma.it/resources/type_97,https://g17.dhi-roma.it/resources/institution_192,Claromontensis,1678-03-27T00:00:00Z,"act of grace,apostolic provision,papal grace,rectorship of a prior,Liturgical office,Rectorship,Order of Saint Benedict,Orders of the monastic tradition",,,,,https://g17.dhi-roma.it/raw/element_152050,[],Isabello etiam de Lestrange
19,https://g17.dhi-roma.it/resources/event_8666,APOSTOLIC PROVISION 8666,Tussanus Normandin,https://g17.dhi-roma.it/raw/label_158,https://g17.dhi-roma.it/raw/element_121940,providee,https://g17.dhi-roma.it/resources/type_68,https://g17.dhi-roma.it/resources/institution_133,Burdegalensis,1677-11-20T00:00:00Z,"Renewed provision,act of grace,apostolic provision,papal grace,Vacant for an indefinite period,Administrative reason,church,Church institutions,Archdeacon,Liturgical office",,,,,https://g17.dhi-roma.it/raw/element_121940,[],Tussanus Normandin
20,https://g17.dhi-roma.it/resources/event_16720,APOSTOLIC PROVISION 16720,Ioannis de Monchii,https://g17.dhi-roma.it/raw/label_160,https://g17.dhi-roma.it/raw/element_211321,current possessor,https://g17.dhi-roma.it/resources/type_98,https://g17.dhi-roma.it/resources/institution_45,Ambianensis,1622-12-13T00:00:00Z,"act of grace,apostolic provision,papal grace,Reservation of a pension,Pension related types,Church institutions,Collegiate church",,,,,https://g17.dhi-roma.it/raw/element_211321,[],Ioannis de Monchii
21,https://g17.dhi-roma.it/resources/event_19077,APOSTOLIC PROVISION 19077,Vincentius Cranerio,https://g17.dhi-roma.it/raw/label_158,https://g17.dhi-roma.it/raw/element_233168,providee,https://g17.dhi-roma.it/resources/type_68,https://g17.dhi-roma.it/resources/institution_704,Pharaonensis,1622-05-27T00:00:00Z,"act of grace,apostolic provision,papal grace,Administrative reason,Cession,rectorship of a prior,Liturgical office,Rectorship,Parish Church,Church institutions",,,,,https://g17.dhi-roma.it/raw/element_233168,[],Vincentius Cranerio
22,https://g17.dhi-roma.it/resources/event_9722,APOSTOLIC PROVISION 9722,Claudius Franciscus de Guenegaud,https://g17.dhi-roma.it/raw/label_158,https://g17.dhi-roma.it/raw/element_132331,providee,https://g17.dhi-roma.it/resources/type_68,https://g17.dhi-roma.it/resources/institution_534,Silvanectensis,1678-02-02T00:00:00Z,"act of grace,apostolic provision,papal grace,death of previous holder,Biographical reasons",,,,,https://g17.dhi-roma.it/raw/element_132331,[],Claudius Franciscus de Guenegaud
23,https://g17.dhi-roma.it/resources/event_3691,APOSTOLIC PROVISION 3691,Josephus Paulus Dusilanzi,https://g17.dhi-roma.it/raw/label_158,https://g17.dhi-roma.it/raw/element_67203,providee,https://g17.dhi-roma.it/resources/type_68,https://g17.dhi-roma.it/resources/institution_223,Cremonensis,1678-07-07T00:00:00Z,"act of grace,apostolic provision,papal grace,Referral to a higher authority,death of previous holder,Biographical reasons,Parish Church,Church institutions,Administrative office,Holder of an undefined benefice,Undefined administrative office,Holder of a benefice",,,,,https://g17.dhi-roma.it/raw/element_67203,[],Josephus Paulus Dusilanzi
24,https://g17.dhi-roma.it/resources/event_2852,APOSTOLIC PROVISION 2852,Nicolaus etiam della Manca,https://g17.dhi-roma.it/raw/label_159,https://g17.dhi-roma.it/raw/element_52798,former possessor,https://g17.dhi-roma.it/resources/type_97,https://g17.dhi-roma.it/resources/institution_114,Bituntina,1622-02-15T00:00:00Z,"act of grace,apostolic provision,papal grace,Undetermined reason,Unknown reason,Heir,Undefined administrative office,Administrative office",,,,,https://g17.dhi-roma.it/raw/element_52798,[],Nicolaus etiam della Manca
25,https://g17.dhi-roma.it/resources/event_7141,APOSTOLIC PROVISION 7141,Michaelis Mellini,https://g17.dhi-roma.it/raw/label_159,https://g17.dhi-roma.it/raw/element_107955,former possessor,https://g17.dhi-roma.it/resources/type_97,https://g17.dhi-roma.it/resources/institution_361,Massana,1678-08-02T00:00:00Z,"act of grace,apostolic provision,papal grace,death of previous holder,Biographical reasons,Holder of a Parish,Liturgical office,Parish Church,Church institutions",,,,,https://g17.dhi-roma.it/raw/element_107955,[],Michaelis Mellini
26,https://g17.dhi-roma.it/resources/event_9383,APOSTOLIC PROVISION 9383,Francisci Guerii seu Guerin,https://g17.dhi-roma.it/raw/label_159,https://g17.dhi-roma.it/raw/element_128680,former possessor,https://g17.dhi-roma.it/resources/type_97,https://g17.dhi-roma.it/resources/institution_327,Lemovicensis,1678-01-23T00:00:00Z,"act of grace,apostolic provision,papal grace,Liturgical office,rectorship in a parish church,Rectorship",,,,,https://g17.dhi-roma.it/raw/element_128680,[],Francisci Guerii seu Guerin
27,https://g17.dhi-roma.it/resources/event_5763,APOSTOLIC PROVISION 5763,Ioannis Francisci et Cesera,https://g17.dhi-roma.it/raw/label_159,https://g17.dhi-roma.it/raw/element_92214,former possessor,https://g17.dhi-roma.it/resources/type_97,https://g17.dhi-roma.it/resources/institution_208,Consanensis,1622-06-13T00:00:00Z,"act of grace,apostolic provision,papal grace,death of previous holder,Biographical reasons,Without care of souls",,,,,https://g17.dhi-roma.it/raw/element_92214,[],Ioannis Francisci et Cesera
28,https://g17.dhi-roma.it/resources/event_19821,APOSTOLIC PROVISION 19821,Paulus da Silmeira,https://g17.dhi-roma.it/raw/label_158,https://g17.dhi-roma.it/raw/element_240703,providee,https://g17.dhi-roma.it/resources/type_68,https://g17.dhi-roma.it/resources/institution_469,Portugallensis,1622-10-20T00:00:00Z,"act of grace,apostolic provision,papal grace,Resignation,Public resignation,Biographical reasons",,,,,https://g17.dhi-roma.it/raw/element_240703,[],Paulus da Silmeira
29,https://g17.dhi-roma.it/resources/event_15666,APOSTOLIC PROVISION 15666,Unknown former possessor,https://g17.dhi-roma.it/raw/label_159,https://g17.dhi-roma.it/raw/element_198567,former possessor,https://g17.dhi-roma.it/resources/type_97,https://g17.dhi-roma.it/resources/institution_160,Carnotensis,1678-07-16T00:00:00Z,"act of grace,apostolic provision,papal grace,Vacant for an indefinite period,Administrative reason,Renewed commenda,rectorship of a prior,Liturgical office,Rectorship,Order of Saint Benedict,Orders of the monastic tradition",,,,,https://g17.dhi-roma.it/raw/element_198567,[],Unknown former possessor
30,https://g17.dhi-roma.it/resources/event_17288,APOSTOLIC PROVISION 17288,Antonius Bernard,https://g17.dhi-roma.it/raw/label_158,https://g17.dhi-roma.it/raw/element_217251,providee,https://g17.dhi-roma.it/resources/type_68,https://g17.dhi-roma.it/resources/institution_55,Aniciensis,1678-04-17T00:00:00Z,"act of grace,apostolic provision,papal grace,Administrative office,Holder of a canonship,Defined administrative office,Canonship and prebend,church,Church institutions",,,,,https://g17.dhi-roma.it/raw/element_217251,[],Antonius Bernard
31,https://g17.dhi-roma.it/resources/event_14819,APOSTOLIC PROVISION 14819,Jacobi Pradon,https://g17.dhi-roma.it/raw/label_159,https://g17.dhi-roma.it/raw/element_192950,former possessor,https://g17.dhi-roma.it/resources/type_97,https://g17.dhi-roma.it/resources/institution_495,Rothomagensis,1678-06-25T00:00:00Z,"act of grace,apostolic provision,papal grace,Liturgical office,rectorship in a parish church,Rectorship",,,,,https://g17.dhi-roma.it/raw/element_192950,[],Jacobi Pradon
32,https://g17.dhi-roma.it/resources/event_8771,APOSTOLIC PROVISION 8771,Amantii Saignier,https://g17.dhi-roma.it/raw/label_159,https://g17.dhi-roma.it/raw/element_122834,former possessor,https://g17.dhi-roma.it/resources/type_97,https://g17.dhi-roma.it/resources/institution_1089,castrensis provincia bituricensis,1677-12-02T00:00:00Z,"act of grace,apostolic provision,papal grace,Hebdomadarian,Administrative office,Defined administrative office,Church institutions,Collegiate church,Holder of an undefined benefice,Undefined administrative office,Holder of a benefice",,,,,https://g17.dhi-roma.it/raw/element_122834,[],Amantii Saignier
33,https://g17.dhi-roma.it/resources/event_13209,APOSTOLIC PROVISION 13209,Joannes AMantius Courtois,https://g17.dhi-roma.it/raw/label_158,https://g17.dhi-roma.it/raw/element_174766,providee,https://g17.dhi-roma.it/resources/type_68,https://g17.dhi-roma.it/resources/institution_499,Ruthenensis,1678-05-08T00:00:00Z,"act of grace,apostolic provision,papal grace,Liturgical office,rectorship in a parish church,Rectorship",,,,,https://g17.dhi-roma.it/raw/element_174766,[],Joannes AMantius Courtois
34,https://g17.dhi-roma.it/resources/event_732,APOSTOLIC PROVISION 732,Emanuel Vaille,https://g17.dhi-roma.it/raw/label_158,https://g17.dhi-roma.it/raw/element_21793,providee,https://g17.dhi-roma.it/resources/type_68,https://g17.dhi-roma.it/resources/institution_86,Auriensis,1678-09-16T00:00:00Z,"act of grace,apostolic provision,papal grace,Resignation,Public resignation,Biographical reasons,Liturgical office,rectorship in a parish church,Rectorship,Parish Church,Church institutions",,,,,https://g17.dhi-roma.it/raw/element_21793,[],Emanuel Vaille
35,https://g17.dhi-roma.it/resources/event_20398,APOSTOLIC PROVISION 20398,Josephi Petroni,https://g17.dhi-roma.it/raw/label_159,https://g17.dhi-roma.it/raw/element_247332,former possessor,https://g17.dhi-roma.it/resources/type_97,https://g17.dhi-roma.it/resources/institution_483,Recanatensis,1677-12-20T00:00:00Z,"act of grace,apostolic provision,papal grace,Resignation,Public resignation,Biographical reasons,Administrative office,Holder of an undefined benefice,Undefined administrative office,Holder of a benefice",,,,,https://g17.dhi-roma.it/raw/element_247332,[],Josephi Petroni
36,https://g17.dhi-roma.it/resources/event_21541,APOSTOLIC PROVISION 21541,Venceslaus Olszovuslli,https://g17.dhi-roma.it/raw/label_158,https://g17.dhi-roma.it/raw/element_256819,providee,https://g17.dhi-roma.it/resources/type_68,https://g17.dhi-roma.it/resources/institution_282,Gnesnensis,1678-04-29T00:00:00Z,"act of grace,apostolic provision,papal grace,Undetermined reason,Unknown reason,Administrative office,Holder of a canonship,Defined administrative office,Canonship and prebend,church,Church institutions",,,,,https://g17.dhi-roma.it/raw/element_256819,[],Venceslaus Olszovuslli
37,https://g17.dhi-roma.it/resources/event_19182,APOSTOLIC PROVISION 19182,Antonius Galandius,https://g17.dhi-roma.it/raw/label_158,https://g17.dhi-roma.it/raw/element_234276,providee,https://g17.dhi-roma.it/resources/type_68,https://g17.dhi-roma.it/resources/institution_328,Leodiensis,1622-06-17T00:00:00Z,"act of grace,apostolic provision,papal grace,Resignation,Public resignation,Biographical reasons,chapel and chaplaincy,Liturgical office,Parish Church,Church institutions",,,,,https://g17.dhi-roma.it/raw/element_234276,[],Antonius Galandius
38,https://g17.dhi-roma.it/resources/event_5866,APOSTOLIC PROVISION 5866,Philippus Fernandes Mantilla,https://g17.dhi-roma.it/raw/label_158,https://g17.dhi-roma.it/raw/element_93394,providee,https://g17.dhi-roma.it/resources/type_68,https://g17.dhi-roma.it/resources/institution_345,Lucensis,1622-05-09T00:00:00Z,"act of grace,apostolic provision,papal grace,death of previous holder,Biographical reasons,Liturgical office,rectorship in a parish church,Rectorship",,,,,https://g17.dhi-roma.it/raw/element_93394,[],Philippus Fernandes Mantilla
39,https://g17.dhi-roma.it/resources/event_15963,APOSTOLIC PROVISION 15963,Matheus Auzac,https://g17.dhi-roma.it/raw/label_158,https://g17.dhi-roma.it/raw/element_201631,providee,https://g17.dhi-roma.it/resources/type_68,https://g17.dhi-roma.it/resources/institution_513,Sancti Flori,1678-08-05T00:00:00Z,"Renewed provision,act of grace,apostolic provision,papal grace,Regular canons,Order of Saint Anthony",,,,,https://g17.dhi-roma.it/raw/element_201631,[],Matheus Auzac
40,https://g17.dhi-roma.it/resources/event_8695,APOSTOLIC PROVISION 8695,Ioannis Baptiste,https://g17.dhi-roma.it/raw/label_159,https://g17.dhi-roma.it/raw/element_72637,former possessor,https://g17.dhi-roma.it/resources/type_97,https://g17.dhi-roma.it/resources/institution_638,Vivariensis,1677-12-04T00:00:00Z,"act of grace,apostolic provision,papal grace,Resignation,Public resignation,Biographical reasons,Liturgical office,rectorship in a parish church,Rectorship,Curate",,,,,https://g17.dhi-roma.it/raw/element_72637,[],Ioannis Baptiste
41,https://g17.dhi-roma.it/resources/event_1491,APOSTOLIC PROVISION 1491,Dominici Villa,https://g17.dhi-roma.it/raw/label_158,https://g17.dhi-roma.it/raw/element_42832,providee,https://g17.dhi-roma.it/resources/type_68,https://g17.dhi-roma.it/resources/institution_125,Bracharensis,1678-02-25T00:00:00Z,"act of grace,apostolic provision,papal grace,Reservation of a pension,Pension related types,Liturgical office,rectorship in a parish church,Rectorship,Office in a monastery,Head of an abbey,Parish Church,Church institutions",,,,,https://g17.dhi-roma.it/raw/element_42832,[],Dominici Villa
42,https://g17.dhi-roma.it/resources/event_19064,APOSTOLIC PROVISION 19064,Unknown former possessor,https://g17.dhi-roma.it/raw/label_159,https://g17.dhi-roma.it/raw/element_233067,former possessor,https://g17.dhi-roma.it/resources/type_97,https://g17.dhi-roma.it/resources/institution_207,Conimbricensis,1622-05-24T00:00:00Z,"act of grace,apostolic provision,papal grace,Undetermined reason,Unknown reason,church,Church institutions,Administrative office,Holder of an undefined benefice,Undefined administrative office,Holder of a benefice",,,,,https://g17.dhi-roma.it/raw/element_233067,[],Unknown former possessor
43,https://g17.dhi-roma.it/resources/event_22952,APOSTOLIC PROVISION 22952,Magister Ascanius Castanerus,https://g17.dhi-roma.it/raw/label_158,https://g17.dhi-roma.it/raw/element_269589,providee,https://g17.dhi-roma.it/resources/type_68,https://g17.dhi-roma.it/resources/institution_77,Astensis,1622-06-25T00:00:00Z,"Authorisation of withdrawal,act of grace,apostolic provision,papal grace,Defined administrative office,Administrative office,Provostship",,,,,https://g17.dhi-roma.it/raw/element_269589,[],Magister Ascanius Castanerus
44,https://g17.dhi-roma.it/resources/event_5473,APOSTOLIC PROVISION 5473,Flaminius Mariani,https://g17.dhi-roma.it/raw/label_158,https://g17.dhi-roma.it/raw/element_88775,providee,https://g17.dhi-roma.it/resources/type_68,https://g17.dhi-roma.it/resources/institution_48,Anagnina,1622-04-07T00:00:00Z,"act of grace,apostolic provision,papal grace,death of previous holder,Biographical reasons,Liturgical office,rectorship in a parish church,Rectorship",,,,,https://g17.dhi-roma.it/raw/element_88775,[],Flaminius Mariani
45,https://g17.dhi-roma.it/resources/event_7534,APOSTOLIC PROVISION 7534,Troili Adelasii,https://g17.dhi-roma.it/raw/label_159,https://g17.dhi-roma.it/raw/element_112010,former possessor,https://g17.dhi-roma.it/resources/type_97,https://g17.dhi-roma.it/resources/institution_541,Spoletana,1623-02-03T00:00:00Z,"act of grace,apostolic provision,papal grace,death of previous holder,Biographical reasons,Administrative office,Holder of a canonship,Defined administrative office,Canonship and prebend",,,,,https://g17.dhi-roma.it/raw/element_112010,[],Troili Adelasii
46,https://g17.dhi-roma.it/resources/event_6522,APOSTOLIC PROVISION 6522,Rogerius Regnard,https://g17.dhi-roma.it/raw/label_158,https://g17.dhi-roma.it/raw/element_100908,providee,https://g17.dhi-roma.it/resources/type_68,https://g17.dhi-roma.it/resources/institution_336,Lingonensis,1678-06-18T00:00:00Z,"act of grace,apostolic provision,papal grace,death of previous holder,Biographical reasons,Liturgical office,rectorship in a parish church,Rectorship",,,,,https://g17.dhi-roma.it/raw/element_100908,[],Rogerius Regnard
47,https://g17.dhi-roma.it/resources/event_1931,APOSTOLIC PROVISION 1931,Leonardi Mayda,https://g17.dhi-roma.it/raw/label_159,https://g17.dhi-roma.it/raw/element_23681,former possessor,https://g17.dhi-roma.it/resources/type_97,https://g17.dhi-roma.it/resources/institution_584,Tropiensis,1678-09-10T00:00:00Z,"act of grace,apostolic provision,papal grace,Resignation,Public resignation,Biographical reasons,Liturgical office,rectorship in a parish church,Rectorship,Parish Church,Church institutions",,,,,https://g17.dhi-roma.it/raw/element_23681,[],Leonardi Mayda
48,https://g17.dhi-roma.it/resources/event_19286,APOSTOLIC PROVISION 19286,Petrus Ludovicus Donninus,https://g17.dhi-roma.it/raw/label_158,https://g17.dhi-roma.it/raw/element_235295,providee,https://g17.dhi-roma.it/resources/type_68,https://g17.dhi-roma.it/resources/institution_344,Lucana,1678-03-24T00:00:00Z,"act of grace,apostolic provision,papal grace,Resignation,Public resignation,Biographical reasons,church,Church institutions",,,,,https://g17.dhi-roma.it/raw/element_235295,[],Petrus Ludovicus Donninus
49,https://g17.dhi-roma.it/resources/event_6037,APOSTOLIC PROVISION 6037,Hieronimi Silvani,https://g17.dhi-roma.it/raw/label_159,https://g17.dhi-roma.it/raw/element_95414,former possessor,https://g17.dhi-roma.it/resources/type_97,https://g17.dhi-roma.it/resources/institution_191,Civitatis Plebis,1622-07-15T00:00:00Z,"act of grace,apostolic provision,papal grace,death of previous holder,Biographical reasons,Administrative office,Holder of a canonship,Defined administrative office,Prebendary,church,Church institutions,Canonship",,,,,https://g17.dhi-roma.it/raw/element_95414,[],Hieronimi Silvani
50,https://g17.dhi-roma.it/resources/event_129,APOSTOLIC PROVISION 129,Scipione Baldi,https://g17.dhi-roma.it/raw/label_158,https://g17.dhi-roma.it/raw/element_17696,providee,https://g17.dhi-roma.it/resources/type_68,https://g17.dhi-roma.it/resources/institution_120,Bononiensis,1622-09-13T00:00:00Z,"act of grace,apostolic provision,papal grace,Reservation of a pension,Pension related types,Liturgical office,rectorship in a parish church,Rectorship,Parish Church,Church institutions",,,,,https://g17.dhi-roma.it/raw/element_17696,[],Scipione Baldi
